"","scri_sample_id","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","fc","fc_methodf","fc_methodm","fc_methodc"
"390","cbf_94","grabsample","none",NA,NA,NA,NA,5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"391","cbf_95","grabsample","none",NA,NA,NA,NA,8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"392","cbf_96","grabsample","none",NA,NA,NA,NA,260,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"393","cbf_92","grabsample","none",NA,NA,NA,NA,0,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"394","cbf_93","grabsample","none",NA,NA,NA,NA,0,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"395","cbf_213","grabsample","none",NA,NA,NA,NA,3850,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"396","cbf_216","grabsample","none",NA,NA,NA,NA,72,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"397","cbf_215","grabsample","none",NA,NA,NA,NA,36,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"398","cbf_214","grabsample","none",NA,NA,NA,NA,500,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"399","cbf_386","grabsample","none",NA,NA,NA,NA,780,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"400","cbf_390","grabsample","none",NA,NA,NA,NA,76,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"401","cbf_389","grabsample","none",NA,NA,NA,NA,2360,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"402","cbf_387","grabsample","none",NA,NA,NA,NA,366,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"403","cbf_385","grabsample","none",NA,NA,NA,NA,964,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"404","cbf_388","grabsample","none",NA,NA,NA,NA,24,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"405","cbf_395","grabsample","none",NA,NA,NA,NA,28000,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"406","cbf_391","grabsample","none",NA,NA,NA,NA,6800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"407","cbf_392","grabsample","none",NA,NA,NA,NA,120,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"408","cbf_396","grabsample","none",NA,NA,NA,NA,9800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"409","cbf_394","grabsample","none",NA,NA,NA,NA,9600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"410","cbf_393","grabsample","none",NA,NA,NA,NA,8500,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"411","cbf_1","grabsample","none",NA,NA,NA,NA,400,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"412","cbf_4","grabsample","none",NA,NA,NA,NA,515,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"413","cbf_3","grabsample","none",NA,NA,NA,NA,2300,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"414","cbf_2","grabsample","none",NA,NA,NA,NA,16400,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"415","cbf_5","grabsample","none",NA,NA,NA,NA,3600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"416","cbf_7","grabsample","none",NA,NA,NA,NA,1840,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"417","cbf_6","grabsample","none",NA,NA,NA,NA,663,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"418","cbf_8","grabsample","none",NA,NA,NA,NA,2000,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"419","cbf_15","grabsample","none",NA,NA,NA,NA,324,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"420","cbf_16","grabsample","none",NA,NA,NA,NA,394,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"421","cbf_11","grabsample","none",NA,NA,NA,NA,2000,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"422","cbf_10","grabsample","none",NA,NA,NA,NA,8100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"423","cbf_13","grabsample","none",NA,NA,NA,NA,1100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"424","cbf_14","grabsample","none",NA,NA,NA,NA,230,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"425","cbf_12","grabsample","none",NA,NA,NA,NA,280,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"426","cbf_9","grabsample","none",NA,NA,NA,NA,308,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"427","cbf_18","grabsample","none",NA,NA,NA,NA,41,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"428","cbf_19","grabsample","none",NA,NA,NA,NA,110,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"429","cbf_17","grabsample","none",NA,NA,NA,NA,178,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"430","cbf_20","grabsample","none",NA,NA,NA,NA,2420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"431","cbf_37","grabsample","none",NA,NA,NA,NA,49,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"432","cbf_35","grabsample","none",NA,NA,NA,NA,866,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"433","cbf_36","grabsample","none",NA,NA,NA,NA,272,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"434","cbf_40","grabsample","none",NA,NA,NA,NA,1553,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"435","cbf_38","grabsample","none",NA,NA,NA,NA,2420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"436","cbf_39","grabsample","none",NA,NA,NA,NA,393,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"437","cbf_41","grabsample","none",NA,NA,NA,NA,82,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"438","cbf_42","grabsample","none",NA,NA,NA,NA,135,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"439","cbf_43","grabsample","none",NA,NA,NA,NA,145,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"440","cbf_49","grabsample","none",NA,NA,NA,NA,17,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"441","cbf_47","grabsample","none",NA,NA,NA,NA,18,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"442","cbf_44","grabsample","none",NA,NA,NA,NA,49,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"443","cbf_46","grabsample","none",NA,NA,NA,NA,60,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"444","cbf_45","grabsample","none",NA,NA,NA,NA,210,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"445","cbf_48","grabsample","none",NA,NA,NA,NA,2420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"446","cbf_50","grabsample","none",NA,NA,NA,NA,11,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"447","cbf_52","grabsample","none",NA,NA,NA,NA,100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"448","cbf_54","grabsample","none",NA,NA,NA,NA,750,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"449","cbf_56","grabsample","none",NA,NA,NA,NA,1600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"450","cbf_51","grabsample","none",NA,NA,NA,NA,2400,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"451","cbf_53","grabsample","none",NA,NA,NA,NA,2420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"452","cbf_57","grabsample","none",NA,NA,NA,NA,9800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"453","cbf_55","grabsample","none",NA,NA,NA,NA,24196,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"454","cbf_61","grabsample","none",NA,NA,NA,NA,26,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"455","cbf_62","grabsample","none",NA,NA,NA,NA,38,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"456","cbf_59","grabsample","none",NA,NA,NA,NA,44,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"457","cbf_58","grabsample","none",NA,NA,NA,NA,64,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"458","cbf_60","grabsample","none",NA,NA,NA,NA,120,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"459","cbf_64","grabsample","none",NA,NA,NA,NA,610,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"460","cbf_63","grabsample","none",NA,NA,NA,NA,7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"461","cbf_66","grabsample","none",NA,NA,NA,NA,615,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"462","cbf_67","grabsample","none",NA,NA,NA,NA,1600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"463","cbf_69","grabsample","none",NA,NA,NA,NA,3500,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"464","cbf_70","grabsample","none",NA,NA,NA,NA,3700,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"465","cbf_65","grabsample","none",NA,NA,NA,NA,8800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"466","cbf_68","grabsample","none",NA,NA,NA,NA,20200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"467","cbf_88","grabsample","none",NA,NA,NA,NA,346,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"468","cbf_89","grabsample","none",NA,NA,NA,NA,1200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"469","cbf_87","grabsample","none",NA,NA,NA,NA,8400,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"470","cbf_91","grabsample","none",NA,NA,NA,NA,14600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"471","cbf_90","grabsample","none",NA,NA,NA,NA,18600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"472","cbf_150","grabsample","none",NA,NA,NA,NA,333,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"473","cbf_158","grabsample","none",NA,NA,NA,NA,7100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"474","cbf_155","grabsample","none",NA,NA,NA,NA,26600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"475","cbf_157","grabsample","none",NA,NA,NA,NA,566,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"476","cbf_152","grabsample","none",NA,NA,NA,NA,230,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"477","cbf_156","grabsample","none",NA,NA,NA,NA,210,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"478","cbf_154","grabsample","none",NA,NA,NA,NA,2800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"479","cbf_153","grabsample","none",NA,NA,NA,NA,200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"480","cbf_147","grabsample","none",NA,NA,NA,NA,68,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"481","cbf_148","grabsample","none",NA,NA,NA,NA,66,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"482","cbf_149","grabsample","none",NA,NA,NA,NA,200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"483","cbf_151","grabsample","none",NA,NA,NA,NA,40,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"484","cbf_239","grabsample","none",NA,NA,NA,NA,833,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"485","cbf_244","grabsample","none",NA,NA,NA,NA,166,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"486","cbf_238","grabsample","none",NA,NA,NA,NA,580,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"487","cbf_242","grabsample","none",NA,NA,NA,NA,1615,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"488","cbf_241","grabsample","none",NA,NA,NA,NA,10800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"489","cbf_240","grabsample","none",NA,NA,NA,NA,10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"490","cbf_243","grabsample","none",NA,NA,NA,NA,180,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"491","cbf_237","grabsample","none",NA,NA,NA,NA,540,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"492","cbf_245","grabsample","none",NA,NA,NA,NA,166,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"493","cbf_279","grabsample","none",NA,NA,NA,NA,35,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"494","cbf_278","grabsample","none",NA,NA,NA,NA,52,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"495","cbf_276","grabsample","none",NA,NA,NA,NA,980,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"496","cbf_280","grabsample","none",NA,NA,NA,NA,18,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"497","cbf_277","grabsample","none",NA,NA,NA,NA,150,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"498","cbf_281","grabsample","none",NA,NA,NA,NA,1700,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"499","cbf_282","grabsample","none",NA,NA,NA,NA,9800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"500","cbf_283","grabsample","none",NA,NA,NA,NA,2420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"501","cbf_284","grabsample","none",NA,NA,NA,NA,6100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"502","cbf_285","grabsample","none",NA,NA,NA,NA,2420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"503","cbf_286","grabsample","none",NA,NA,NA,NA,9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"504","cbf_287","grabsample","none",NA,NA,NA,NA,2420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"505","cbf_288","grabsample","none",NA,NA,NA,NA,3300,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"506","cbf_289","grabsample","none",NA,NA,NA,NA,560,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"507","cbf_296","grabsample","none",NA,NA,NA,NA,380,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"508","cbf_291","grabsample","none",NA,NA,NA,NA,1000,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"509","cbf_294","grabsample","none",NA,NA,NA,NA,24196,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"510","cbf_292","grabsample","none",NA,NA,NA,NA,2420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"511","cbf_290","grabsample","none",NA,NA,NA,NA,650,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"512","cbf_293","grabsample","none",NA,NA,NA,NA,440,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"513","cbf_295","grabsample","none",NA,NA,NA,NA,520,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"514","cbf_333","grabsample","none",NA,NA,NA,NA,26,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"515","cbf_335","grabsample","none",NA,NA,NA,NA,140,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"516","cbf_334","grabsample","none",NA,NA,NA,NA,4220,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"517","cbf_341","grabsample","none",NA,NA,NA,NA,40,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"518","cbf_338","grabsample","none",NA,NA,NA,NA,500,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"519","cbf_340","grabsample","none",NA,NA,NA,NA,550,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"520","cbf_339","grabsample","none",NA,NA,NA,NA,1005,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"521","cbf_342","grabsample","none",NA,NA,NA,NA,1366,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"522","cbf_343","grabsample","none",NA,NA,NA,NA,5300,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"523","cbf_344","grabsample","none",NA,NA,NA,NA,5300,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"524","cbf_336","grabsample","none",NA,NA,NA,NA,20700,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"525","cbf_337","grabsample","none",NA,NA,NA,NA,27033,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"526","cbf_346","grabsample","none",NA,NA,NA,NA,256,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"527","cbf_345","grabsample","none",NA,NA,NA,NA,344,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"528","cbf_347","grabsample","none",NA,NA,NA,NA,461,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"529","cbf_353","grabsample","none",NA,NA,NA,NA,1640,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"530","cbf_354","grabsample","none",NA,NA,NA,NA,1720,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"531","cbf_348","grabsample","none",NA,NA,NA,NA,2120,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"532","cbf_350","grabsample","none",NA,NA,NA,NA,4700,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"533","cbf_349","grabsample","none",NA,NA,NA,NA,4800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"534","cbf_351","grabsample","none",NA,NA,NA,NA,4800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"535","cbf_352","grabsample","none",NA,NA,NA,NA,4800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"536","cbf_355","grabsample","none",NA,NA,NA,NA,5050,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"537","cbf_358","grabsample","none",NA,NA,NA,NA,88,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"538","cbf_357","grabsample","none",NA,NA,NA,NA,121,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"539","cbf_356","grabsample","none",NA,NA,NA,NA,290,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"540","cbf_359","grabsample","none",NA,NA,NA,NA,690,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"541","cbf_397","grabsample","none",NA,NA,NA,NA,240,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"542","cbf_404","grabsample","none",NA,NA,NA,NA,372,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"543","cbf_402","grabsample","none",NA,NA,NA,NA,450,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"544","cbf_403","grabsample","none",NA,NA,NA,NA,1762,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"545","cbf_398","grabsample","none",NA,NA,NA,NA,3680,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"546","cbf_401","grabsample","none",NA,NA,NA,NA,13300,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"547","cbf_399","grabsample","none",NA,NA,NA,NA,2400,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"548","cbf_400","grabsample","none",NA,NA,NA,NA,260,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"549","cbf_410","grabsample","none",NA,NA,NA,NA,1100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"550","cbf_406","grabsample","none",NA,NA,NA,NA,1240,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"551","cbf_405","grabsample","none",NA,NA,NA,NA,3600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"552","cbf_407","grabsample","none",NA,NA,NA,NA,4700,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"553","cbf_409","grabsample","none",NA,NA,NA,NA,31200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"554","cbf_408","grabsample","none",NA,NA,NA,NA,13600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"555","cbf_432","grabsample","none",NA,NA,NA,NA,210,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"556","cbf_428","grabsample","none",NA,NA,NA,NA,2420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"557","cbf_430","grabsample","none",NA,NA,NA,NA,2420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"558","cbf_429","grabsample","none",NA,NA,NA,NA,89,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"559","cbf_427","grabsample","none",NA,NA,NA,NA,840,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"560","cbf_431","grabsample","none",NA,NA,NA,NA,12000,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"561","cbf_434","grabsample","none",NA,NA,NA,NA,570,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"562","cbf_435","grabsample","none",NA,NA,NA,NA,1600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"563","cbf_433","grabsample","none",NA,NA,NA,NA,5000,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"564","cbf_438","grabsample","none",NA,NA,NA,NA,9200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"565","cbf_437","grabsample","none",NA,NA,NA,NA,23400,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"566","cbf_436","grabsample","none",NA,NA,NA,NA,10200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"567","cbf_512","grabsample","none",NA,NA,NA,NA,800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"568","cbf_511","grabsample","none",NA,NA,NA,NA,2120,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"569","cbf_514","grabsample","none",NA,NA,NA,NA,8950,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"570","cbf_515","grabsample","none",NA,NA,NA,NA,18600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"571","cbf_513","grabsample","none",NA,NA,NA,NA,1665,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"572","cbf_527","grabsample","none",NA,NA,NA,NA,220,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"573","cbf_530","grabsample","none",NA,NA,NA,NA,260,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"574","cbf_524","grabsample","none",NA,NA,NA,NA,730,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"575","cbf_525","grabsample","none",NA,NA,NA,NA,1000,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"576","cbf_526","grabsample","none",NA,NA,NA,NA,2420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"577","cbf_528","grabsample","none",NA,NA,NA,NA,24196,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"578","cbf_529","grabsample","none",NA,NA,NA,NA,200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"579","cbf_535","grabsample","none",NA,NA,NA,NA,2300,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"580","cbf_536","grabsample","none",NA,NA,NA,NA,4700,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"581","cbf_532","grabsample","none",NA,NA,NA,NA,10000,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"582","cbf_534","grabsample","none",NA,NA,NA,NA,63,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"583","cbf_531","grabsample","none",NA,NA,NA,NA,7300,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"584","cbf_533","grabsample","none",NA,NA,NA,NA,2420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"585","cbf_546","grabsample","none",NA,NA,NA,NA,24,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"586","cbf_548","grabsample","none",NA,NA,NA,NA,240,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"587","cbf_549","grabsample","none",NA,NA,NA,NA,980,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"588","cbf_547","grabsample","none",NA,NA,NA,NA,2420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"589","cbf_545","grabsample","none",NA,NA,NA,NA,2420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"590","cbf_543","grabsample","none",NA,NA,NA,NA,1700,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"591","cbf_544","grabsample","none",NA,NA,NA,NA,1000,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
